finding_count_total,finding_count_bug,finding_count_security,finding_count_code_smell,finding_count_high_severity,finding_count_medium_severity,finding_count_low_severity,bandit_finding_count,semgrep_finding_count,cyclomatic_complexity_max,cyclomatic_complexity_avg,maintainability_index,nesting_depth_max,sloc,function_length_max,function_length_avg,dangerous_sink_count,hardcoded_secret_count,import_risk_flag,has_test_file,label
6,0,5,1,3,1,2,4,2,19.0,10.83,79.85,6,72,77,54.0,0,0,1,0,critical
4,0,3,1,2,0,2,1,3,10.0,9.2,84.48,2,58,60,60.0,1,0,1,0,high
4,0,4,0,0,3,1,2,2,4.0,3.62,12.43,1,72,15,15.0,0,0,0,0,medium
2,0,0,2,0,0,2,1,1,3.0,1.72,44.87,3,10,25,17.0,0,0,0,0,low
1,0,0,1,0,0,1,0,1,2.0,1.1,84.8,2,33,29,27.5,0,0,1,0,low
0,0,0,0,0,0,0,0,0,5.0,2.7,79.43,1,31,24,16.333333333333332,0,0,0,0,low
4,1,2,1,1,2,1,2,2,12.0,8.16,56.49,4,76,40,40.0,0,1,0,0,high
2,0,1,1,0,0,2,0,2,3.0,1.51,19.72,3,14,21,21.0,0,0,0,0,low
2,0,1,1,0,1,1,0,2,6.0,5.14,36.86,3,43,42,42.0,0,0,1,0,medium
1,0,0,1,0,0,1,0,1,4.0,3.36,68.89,0,43,0,0.0,0,0,0,0,low
3,0,3,0,0,1,2,1,2,5.0,3.64,48.73,3,52,30,17.333333333333332,0,0,0,0,medium
5,1,3,1,2,2,1,3,2,11.0,7.61,24.98,4,96,54,42.666666666666664,0,1,0,0,high
1,0,1,0,0,0,1,1,0,1.0,1.0,20.1,3,18,0,0.0,0,0,1,0,low
0,0,0,0,0,0,0,0,0,3.0,2.35,78.25,0,38,0,0.0,0,0,0,0,low
4,0,4,0,2,0,2,1,3,13.0,7.79,44.04,4,88,27,27.0,0,0,0,0,high
5,2,2,1,2,2,1,3,2,11.0,7.37,54.42,3,63,27,25.666666666666668,1,0,1,0,critical
5,1,4,0,3,2,0,3,2,11.0,10.2,50.76,7,30,51,40.0,1,0,0,0,critical
2,0,2,0,0,0,2,2,0,6.0,3.85,51.81,0,50,17,15.5,0,0,1,0,low
1,0,1,0,0,1,0,1,0,10.0,6.0,77.81,1,26,21,21.0,0,0,0,0,medium
2,0,0,2,0,0,2,1,1,2.0,1.51,15.26,0,12,0,0.0,0,0,0,0,low
5,0,4,1,3,1,1,1,4,16.0,10.18,46.42,7,125,51,42.5,1,0,0,0,critical
2,0,2,0,0,1,1,0,2,6.0,4.27,43.35,2,74,27,27.0,0,0,0,0,medium
2,0,1,1,0,0,2,0,2,6.0,3.65,52.59,3,12,19,13.0,0,0,0,0,low
5,1,4,0,3,2,0,0,5,13.0,7.96,81.11,6,53,80,71.25,1,0,0,0,critical
3,1,0,2,0,1,2,2,1,6.0,5.34,69.15,3,21,48,48.0,0,0,0,0,medium
2,0,2,0,0,1,1,1,1,4.0,2.47,37.91,4,72,18,17.0,0,0,0,0,medium
2,2,0,0,0,2,0,1,1,7.0,4.0,80.92,1,32,34,28.5,0,0,0,0,medium
2,1,1,0,1,1,0,1,1,6.0,3.4,75.02,2,36,59,29.75,0,0,0,0,high
4,0,3,1,2,0,2,2,2,14.0,11.02,45.13,2,31,47,33.5,0,3,0,0,high
5,0,4,1,0,3,2,2,3,7.0,3.7,27.13,1,39,30,26.5,0,0,0,0,medium
4,2,2,0,1,2,1,0,4,17.0,12.76,40.81,7,30,74,60.0,1,0,1,0,critical
4,3,0,1,0,3,1,1,3,7.0,3.98,36.56,2,51,42,36.5,0,0,0,0,medium
4,2,1,1,0,3,1,1,3,4.0,3.32,50.7,4,80,35,26.5,0,0,0,0,medium
3,0,2,1,0,1,2,3,0,3.0,2.52,72.39,3,70,44,36.5,0,0,1,0,medium
5,0,4,1,3,1,1,3,2,13.0,9.0,52.12,6,31,72,52.0,1,0,0,0,critical
4,1,2,1,0,2,2,0,4,4.0,3.7,19.85,3,72,36,31.0,0,0,0,0,medium
2,0,2,0,0,0,2,0,2,3.0,1.62,56.55,2,30,0,0.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,6.0,3.55,36.79,1,44,6,6.0,0,0,1,0,low
5,0,5,0,2,2,1,4,1,11.0,8.87,39.26,5,81,40,32.666666666666664,1,0,1,0,high
2,0,2,0,0,1,1,0,2,8.0,7.93,54.29,3,78,30,27.666666666666668,0,0,0,0,medium
1,0,1,0,1,0,0,1,0,7.0,4.34,46.12,4,29,59,48.666666666666664,0,3,0,0,high
4,0,4,0,3,1,0,2,2,17.0,16.14,69.71,4,100,43,33.0,1,0,0,0,critical
3,1,2,0,1,2,0,2,1,13.0,12.42,34.86,3,45,60,36.75,1,0,1,0,high
3,0,3,0,2,0,1,2,1,9.0,7.19,66.74,2,40,28,28.0,0,0,0,0,high
3,2,1,0,0,2,1,0,3,7.0,6.96,32.84,2,75,47,40.0,0,0,0,0,medium
2,0,1,1,0,0,2,1,1,3.0,1.72,53.7,2,35,0,0.0,0,0,0,0,low
2,1,1,0,1,1,0,1,1,10.0,7.11,35.1,4,33,25,25.0,0,1,0,0,high
3,2,1,0,0,3,0,1,2,10.0,9.85,78.9,1,53,15,15.0,0,0,0,0,medium
3,2,0,1,0,2,1,1,2,8.0,7.96,30.31,4,45,46,43.0,0,0,0,0,medium
3,0,2,1,2,0,1,0,3,6.0,3.36,78.27,3,91,41,33.0,1,0,0,0,high
7,0,5,2,3,2,2,1,6,20.0,15.21,63.89,7,89,80,54.666666666666664,1,0,1,0,critical
0,0,0,0,0,0,0,0,0,6.0,3.08,22.22,2,50,0,0.0,0,0,0,0,low
5,1,3,1,2,1,2,3,2,15.0,13.86,69.63,5,132,72,72.0,0,0,0,0,critical
3,1,2,0,2,1,0,1,2,12.0,6.3,50.12,7,119,40,30.5,0,0,1,0,critical
4,0,4,0,2,2,0,3,1,9.0,8.38,43.72,3,69,60,50.25,1,0,1,0,high
5,1,4,0,2,2,1,4,1,20.0,10.32,21.51,5,112,80,60.0,0,0,0,0,critical
5,2,2,1,0,3,2,1,4,3.0,2.75,68.63,3,37,23,18.5,0,0,0,0,medium
5,2,1,2,0,3,2,1,4,7.0,6.51,70.86,2,55,11,11.0,0,0,0,0,medium
3,0,3,0,2,1,0,2,1,9.0,6.4,13.0,4,33,58,39.5,0,0,0,0,high
5,2,3,0,2,2,1,4,1,14.0,8.62,28.75,3,35,60,38.5,1,0,1,0,high
4,0,4,0,3,0,1,2,2,20.0,17.01,81.07,5,124,65,65.0,1,0,0,0,critical
5,2,2,1,1,2,2,2,3,17.0,14.18,70.61,4,37,25,25.0,0,0,0,0,critical
2,0,2,0,1,1,0,1,1,9.0,5.4,13.82,5,83,51,46.333333333333336,1,0,1,0,high
3,0,3,0,3,0,0,1,2,10.0,5.64,72.18,3,70,63,51.75,0,0,0,0,critical
3,0,3,0,1,1,1,1,2,11.0,9.95,73.96,6,114,79,64.33333333333333,0,0,1,0,critical
4,1,3,0,3,1,0,3,1,13.0,10.18,40.06,3,74,75,52.0,1,0,0,0,critical
7,1,6,0,3,2,2,3,4,18.0,17.55,38.4,3,76,70,61.75,1,0,0,0,critical
2,0,1,1,0,0,2,2,0,4.0,3.43,29.12,2,36,17,13.0,0,0,0,0,low
4,0,4,0,2,2,0,2,2,10.0,8.81,47.25,2,48,54,27.5,1,0,1,0,high
1,0,1,0,0,0,1,0,1,1.0,0.51,44.07,1,43,17,9.666666666666666,0,0,0,0,low
2,0,1,1,0,0,2,2,0,6.0,3.16,16.66,2,41,0,0.0,0,0,0,0,low
3,0,2,1,2,0,1,0,3,11.0,8.29,53.37,3,45,52,30.0,1,0,0,0,high
2,0,1,1,0,0,2,2,0,3.0,1.65,18.74,3,14,0,0.0,0,0,0,0,low
3,0,3,0,2,0,1,2,1,14.0,13.93,73.78,7,68,70,53.75,1,0,0,0,critical
3,0,3,0,2,1,0,0,3,9.0,8.82,74.88,2,48,53,53.0,0,0,0,0,high
3,1,1,1,1,1,1,2,1,14.0,13.83,27.66,6,53,38,29.5,0,0,0,0,critical
2,0,1,1,1,0,1,0,2,8.0,4.19,59.18,4,126,75,62.0,1,0,0,0,critical
5,0,5,0,1,2,2,2,3,10.0,7.94,27.03,4,44,30,24.25,0,3,0,0,high
1,0,0,1,0,0,1,1,0,5.0,4.67,51.56,0,8,8,8.0,0,0,0,0,low
3,1,2,0,1,2,0,3,0,13.0,8.56,75.97,7,38,31,31.0,2,0,0,0,critical
4,1,2,1,1,1,2,2,2,19.0,13.15,57.92,3,114,55,45.5,1,0,0,0,critical
3,0,3,0,1,2,0,2,1,17.0,12.09,51.24,5,75,66,62.5,2,0,0,0,critical
4,2,2,0,1,2,1,1,3,10.0,5.87,40.13,3,90,55,44.333333333333336,1,0,0,0,high
0,0,0,0,0,0,0,0,0,3.0,2.01,35.62,2,14,11,11.0,0,0,0,0,low
2,0,2,0,2,0,0,1,1,14.0,13.14,17.0,4,55,79,61.333333333333336,1,0,0,0,critical
2,0,0,2,0,0,2,1,1,1.0,0.88,12.78,1,38,27,19.0,0,0,0,0,low
3,0,3,0,2,1,0,2,1,9.0,6.13,48.69,5,51,55,37.0,1,0,1,0,high
1,0,0,1,0,0,1,1,0,6.0,4.31,82.85,0,41,26,24.0,0,0,0,0,low
6,0,5,1,3,1,2,3,3,16.0,10.04,34.79,4,63,74,65.5,1,0,0,0,critical
1,0,1,0,0,0,1,1,0,4.0,3.23,73.37,0,13,0,0.0,0,0,0,0,low
2,0,1,1,0,0,2,1,1,1.0,0.53,17.77,0,22,29,29.0,0,0,0,0,low
3,2,1,0,0,2,1,1,2,6.0,3.34,84.13,4,32,10,10.0,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,2.0,1.54,77.44,0,12,25,12.666666666666666,0,0,0,0,low
1,0,1,0,1,0,0,1,0,8.0,6.73,56.56,5,39,54,49.666666666666664,1,0,1,0,high
5,0,5,0,2,2,1,4,1,15.0,14.85,28.28,5,149,73,56.333333333333336,0,0,1,0,critical
6,1,4,1,2,2,2,4,2,9.0,8.89,77.3,2,38,53,42.333333333333336,0,1,0,0,high
5,0,3,2,2,1,2,3,2,11.0,9.9,81.32,3,79,32,23.5,0,3,0,0,high
0,0,0,0,0,0,0,0,0,3.0,2.3,10.5,2,37,0,0.0,0,0,0,0,low
4,0,2,2,1,1,2,3,1,8.0,5.6,68.48,4,25,50,39.333333333333336,1,0,1,0,high
3,0,3,0,2,0,1,0,3,12.0,10.2,38.18,2,81,42,42.0,0,2,0,0,high
2,0,0,2,0,0,2,1,1,5.0,3.47,29.76,1,40,19,13.0,0,0,0,0,low
5,2,2,1,2,2,1,3,2,8.0,5.87,33.49,3,70,59,59.0,0,2,0,0,high
2,0,1,1,0,0,2,2,0,5.0,3.02,71.91,2,6,6,6.0,0,0,0,0,low
4,0,3,1,1,1,2,3,1,13.0,10.03,57.01,4,98,19,19.0,0,3,0,0,high
6,0,5,1,3,2,1,4,2,14.0,11.93,78.94,4,105,67,67.0,0,0,0,0,critical
3,0,3,0,0,2,1,1,2,3.0,2.4,43.2,4,32,49,35.0,0,0,0,0,medium
4,0,4,0,1,1,2,2,2,9.0,7.86,21.53,7,56,80,59.25,1,0,0,0,critical
3,0,3,0,2,0,1,3,0,11.0,10.07,79.89,3,46,57,56.0,1,0,0,0,critical
5,0,3,2,1,2,2,3,2,16.0,10.98,54.55,3,80,35,35.0,1,0,0,0,critical
3,0,2,1,1,0,2,1,2,16.0,8.91,17.97,7,122,38,38.0,1,0,0,0,critical
5,1,4,0,0,3,2,2,3,10.0,5.55,61.38,3,19,35,31.0,0,0,0,0,medium
2,0,2,0,2,0,0,0,2,13.0,8.8,39.09,5,35,37,25.666666666666668,1,0,0,0,high
5,0,5,0,2,2,1,3,2,13.0,8.61,11.46,4,127,58,58.0,1,0,0,0,critical
4,1,3,0,0,3,1,0,4,9.0,8.51,37.57,3,67,47,33.0,0,0,0,0,medium
3,3,0,0,0,3,0,3,0,8.0,4.78,60.5,1,79,39,26.333333333333332,0,0,1,0,medium
5,0,4,1,3,0,2,4,1,18.0,16.28,44.01,7,56,77,50.5,1,0,0,0,critical
1,1,0,0,0,1,0,1,0,9.0,4.52,51.89,3,66,40,29.666666666666668,0,0,1,0,medium
2,0,2,0,0,2,0,1,1,5.0,4.55,21.67,1,25,42,35.666666666666664,0,0,0,0,medium
2,0,1,1,0,1,1,0,2,9.0,5.21,26.8,4,49,42,42.0,0,0,0,0,medium
5,1,4,0,2,2,1,2,3,8.0,5.23,79.3,4,74,49,42.0,1,0,0,0,high
2,0,2,0,0,1,1,1,1,8.0,5.4,68.51,3,75,38,37.5,0,0,0,0,medium
1,0,1,0,1,0,0,0,1,13.0,9.1,83.59,3,65,61,51.666666666666664,0,0,0,0,critical
5,1,4,0,3,1,1,0,5,11.0,8.94,18.84,3,30,49,49.0,1,0,0,0,critical
2,0,2,0,2,0,0,2,0,13.0,10.71,84.39,5,74,59,59.0,1,0,1,0,high
5,1,3,1,0,3,2,3,2,9.0,6.28,34.83,2,22,38,37.0,0,0,0,0,medium
2,0,1,1,1,0,1,1,1,11.0,9.84,30.83,5,50,36,28.5,1,0,1,0,critical
4,0,3,1,3,0,1,3,1,13.0,7.05,51.5,4,131,61,49.0,0,0,0,0,critical
0,0,0,0,0,0,0,0,0,1.0,0.73,12.3,0,29,23,17.666666666666668,0,0,0,0,low
2,1,1,0,0,2,0,1,1,7.0,3.57,27.4,3,38,23,19.5,0,0,0,0,medium
2,0,1,1,1,0,1,1,1,12.0,10.29,45.54,4,46,48,36.5,1,0,1,0,high
0,0,0,0,0,0,0,0,0,6.0,5.7,82.75,1,25,8,7.5,0,0,0,0,low
2,0,0,2,0,0,2,0,2,2.0,1.11,82.51,0,37,0,0.0,0,0,0,0,low
5,0,4,1,0,3,2,3,2,6.0,3.49,53.48,2,30,27,21.0,0,0,0,0,medium
3,0,2,1,0,1,2,3,0,9.0,7.71,34.09,2,49,45,35.666666666666664,0,0,0,0,medium
5,1,3,1,3,1,1,5,0,17.0,9.15,67.62,7,30,78,62.0,1,0,0,0,critical
5,0,5,0,2,2,1,4,1,9.0,7.3,11.72,5,38,51,40.0,1,0,1,0,high
5,2,3,0,2,2,1,4,1,9.0,6.74,79.82,4,100,50,47.5,1,0,0,0,high
2,0,1,1,0,0,2,1,1,6.0,4.56,46.43,0,30,11,11.0,0,0,0,0,low
1,0,1,0,0,1,0,0,1,3.0,2.37,25.65,1,58,28,28.0,0,0,0,0,medium
3,0,3,0,2,1,0,1,2,6.0,4.72,38.8,2,71,35,29.0,0,0,0,0,high
0,0,0,0,0,0,0,0,0,2.0,1.96,70.97,2,22,28,19.5,0,0,1,0,low
3,0,3,0,0,2,1,1,2,5.0,2.5,13.44,3,72,13,13.0,0,0,0,0,medium
3,0,3,0,3,0,0,3,0,17.0,16.15,10.21,4,57,70,56.0,1,0,0,0,critical
0,0,0,0,0,0,0,0,0,3.0,2.95,28.43,0,43,9,9.0,0,0,1,0,low
3,0,1,2,1,0,2,2,1,8.0,7.33,22.32,4,95,55,29.333333333333332,0,0,0,0,high
4,1,2,1,1,1,2,3,1,10.0,6.43,19.66,4,21,53,38.5,0,0,0,0,high
2,0,0,2,0,0,2,0,2,2.0,1.89,36.99,0,35,29,25.333333333333332,0,0,0,0,low
6,1,4,1,3,2,1,3,3,18.0,10.26,21.94,7,60,68,60.0,1,0,0,0,critical
0,0,0,0,0,0,0,0,0,1.0,1.0,82.24,2,34,27,16.333333333333332,0,0,0,0,low
3,0,2,1,1,0,2,1,2,12.0,8.19,15.92,3,96,24,24.0,1,0,0,0,high
2,0,2,0,2,0,0,1,1,7.0,3.94,60.26,4,99,40,40.0,0,3,0,0,high
5,1,4,0,3,2,0,4,1,11.0,7.82,84.2,4,77,25,23.0,0,0,0,0,critical
0,0,0,0,0,0,0,0,0,5.0,2.93,65.09,1,8,21,19.0,0,0,0,0,low
2,1,1,0,0,2,0,1,1,8.0,6.26,78.87,4,26,27,18.333333333333332,0,0,1,0,medium
0,0,0,0,0,0,0,0,0,1.0,0.98,44.2,3,9,17,17.0,0,0,0,0,low
2,0,1,1,0,1,1,1,1,9.0,7.51,70.93,4,44,39,39.0,0,0,1,0,medium
4,0,2,2,0,2,2,2,2,8.0,5.99,75.54,3,27,37,37.0,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,3.0,1.76,80.29,1,8,26,19.0,0,0,0,0,low
5,2,3,0,1,2,2,0,5,17.0,14.64,48.22,4,50,78,62.75,1,0,0,0,critical
6,1,4,1,3,2,1,3,3,8.0,7.87,57.52,5,35,65,65.0,2,0,0,0,critical
4,0,4,0,2,2,0,2,2,7.0,4.02,76.22,5,64,57,35.25,1,0,1,0,high
3,0,3,0,2,1,0,3,0,11.0,8.6,15.54,2,92,55,36.0,1,0,1,0,high
0,0,0,0,0,0,0,0,0,4.0,2.85,70.14,1,17,26,21.0,0,0,0,0,low
6,1,5,0,3,2,1,4,2,16.0,12.88,12.82,6,87,80,55.5,1,0,0,0,critical
0,0,0,0,0,0,0,0,0,6.0,3.91,31.14,0,20,29,26.0,0,0,0,0,low
4,0,4,0,2,2,0,1,3,5.0,3.18,36.3,3,55,55,32.5,0,2,0,0,high
1,0,1,0,0,0,1,1,0,4.0,2.41,50.34,0,22,21,15.333333333333334,0,0,0,0,low
3,2,1,0,1,2,0,3,0,12.0,7.65,51.75,4,142,46,42.5,1,0,0,0,critical
3,0,3,0,3,0,0,2,1,15.0,14.08,30.06,5,63,69,53.333333333333336,0,0,0,0,critical
2,0,2,0,2,0,0,1,1,13.0,11.65,24.57,3,97,52,52.0,0,0,0,0,high
2,1,1,0,0,2,0,0,2,8.0,5.56,43.19,3,73,40,25.5,0,0,0,0,medium
5,1,2,2,2,1,2,3,2,11.0,6.29,44.49,3,52,42,30.666666666666668,1,0,1,0,high
2,0,1,1,1,0,1,0,2,10.0,7.58,20.67,5,84,64,64.0,1,0,1,0,critical
1,1,0,0,0,1,0,0,1,4.0,2.93,50.72,1,60,31,31.0,0,0,1,0,medium
3,1,2,0,1,2,0,2,1,6.0,3.43,74.0,4,27,44,33.333333333333336,1,0,1,0,high
3,0,3,0,1,0,2,0,3,9.0,8.66,26.25,5,31,55,38.0,0,3,0,0,high
4,0,4,0,2,2,0,3,1,6.0,5.15,39.02,2,31,58,33.25,1,0,1,0,high
1,0,1,0,0,0,1,0,1,6.0,4.1,68.96,3,18,22,22.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,4.0,2.68,82.03,0,45,0,0.0,0,0,0,0,low
1,0,1,0,0,0,1,1,0,3.0,2.81,62.61,3,21,0,0.0,0,0,1,0,low
4,0,3,1,0,2,2,2,2,3.0,2.02,22.11,4,62,33,21.333333333333332,0,0,0,0,medium
4,0,4,0,2,1,1,4,0,11.0,8.12,47.67,3,117,69,52.666666666666664,0,0,0,0,critical
4,0,2,2,1,1,2,2,2,15.0,11.6,81.44,5,94,75,66.66666666666667,1,0,0,0,critical
6,0,6,0,3,1,2,5,1,14.0,12.39,21.11,7,137,39,32.0,2,0,0,0,critical
1,0,0,1,0,0,1,1,0,2.0,1.71,54.71,1,24,26,17.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,2.0,1.15,23.94,2,24,29,29.0,0,0,0,0,low
5,2,2,1,1,2,2,2,3,14.0,12.31,13.44,3,124,74,74.0,1,0,0,0,critical
3,0,3,0,0,2,1,1,2,10.0,7.72,41.64,2,77,20,15.5,0,0,0,0,medium
4,1,3,0,3,1,0,1,3,19.0,15.91,24.49,3,53,70,54.666666666666664,0,0,1,0,critical
4,0,4,0,1,1,2,1,3,13.0,9.53,82.11,4,76,44,41.0,0,2,0,0,high
4,0,4,0,1,2,1,1,3,9.0,8.53,21.16,7,39,69,46.0,0,0,1,0,critical
5,1,4,0,2,1,2,2,3,12.0,6.42,15.9,3,66,59,33.75,1,0,1,0,high
4,1,3,0,0,3,1,2,2,4.0,2.18,61.06,3,26,15,15.0,0,0,1,0,medium
2,1,1,0,0,2,0,2,0,7.0,5.57,33.07,1,53,25,25.0,0,0,1,0,medium
5,2,3,0,3,2,0,3,2,18.0,9.46,57.57,5,111,78,66.25,1,0,0,0,critical
2,0,2,0,2,0,0,0,2,9.0,7.57,63.74,4,93,57,43.0,0,0,0,0,high
5,1,4,0,3,2,0,5,0,12.0,6.44,70.35,7,78,75,75.0,1,0,0,0,critical
5,0,5,0,3,2,0,3,2,12.0,10.92,24.88,3,128,64,53.666666666666664,1,0,0,0,critical
3,1,1,1,0,2,1,2,1,8.0,5.1,12.02,3,34,35,26.0,0,0,0,0,medium
1,0,1,0,0,0,1,1,0,2.0,1.65,40.36,0,26,28,21.333333333333332,0,0,1,0,low
4,2,1,1,1,2,1,2,2,8.0,4.86,71.39,2,29,57,29.5,0,0,0,0,high
4,0,3,1,2,1,1,1,3,8.0,4.05,33.1,5,86,46,43.5,0,1,0,0,high
5,0,3,2,2,1,2,2,3,14.0,8.23,34.79,7,122,73,73.0,2,0,0,0,critical
5,1,4,0,2,2,1,1,4,13.0,7.01,56.02,7,71,76,65.0,0,0,1,0,critical
2,0,2,0,0,2,0,0,2,3.0,2.44,61.9,4,68,48,37.0,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,2.0,1.49,16.73,0,25,0,0.0,0,0,0,0,low
